"","Mycelia.r1","Mycelia.r2","Spherule48H.r1","Spherule48H.r2","Spherule8D.r1","Spherule8D.r2"
"CIMG2_000049-T1",521.824155235533,506.610781374856,105.639320982673,99.7310860935424,50.0424474964651,40.7869726082444
"CIMG2_000050-T1",24.3895949813928,24.8861542049619,57.2086151900561,57.7024486550081,54.8249719907025,42.0160291914819
"CIMG2_000051-T1",16.4192755326981,11.8234279664934,4.58989817531302,10.5464016949639,9.59636670982629,5.69721194359922
"CIMG2_000052-T1",22.4243892852936,17.6931427092975,13.7021373647334,13.3962261107511,9.21303182303474,8.74555304439678
"CIMG2_000053-T1",23.4750576881964,17.4080426542937,13.9098016423582,17.1183935315836,15.7819159278019,8.00382900333985
"CIMG2_000053-T2",7.27312435318525,7.60732020607463,1.39661834796517,0.45547944257497,0,1.105664710724
"CIMG2_000053-T3",6.94629554938392,2.90739264918297,2.11411232139208,1.84473286261944,0,0.870578434492929
"CIMG2_000054-T1",186.547026152562,186.886804400082,64.8426042126176,72.288945574596,67.8881005905378,57.7458292136513
"CIMG2_000055-T1",5.69403751265197,7.41535896911791,15.4351701488077,17.0631239443791,25.210171338607,32.5250600100529
"CIMG2_000056-T1",0,0,0,0,0,0
"CIMG2_000057-T1",0,0,1.57381901675092,1.27371536831418,3.03450683654651,0
"CIMG2_000058-T1",28.9288228477219,25.4748555081261,30.9546230108841,34.8147632029215,30.1951039408716,26.3420834100462
"CIMG2_000059-T1",24.8234634850928,24.8329921777849,16.0558889501217,14.4180239210716,9.06083891901632,8.82734314482824
"CIMG2_000060-T1",4.37205018762965,7.89654505243875,18.3257305236684,12.8701371658332,35.6800796566656,13.5970711533046
"CIMG2_000061-T1",85.2088786913641,53.0839464360864,42.9403105572829,45.4285952398048,27.034536147597,21.3098918875464
"CIMG2_000061-T2",1.62337376661887,10.1243506118636,5.85096525597525,3.89085650535653,3.51474068004355,2.22950849435772
"CIMG2_000062-T1",60.7853849145381,73.3425286739235,52.8207223587988,61.3964661427347,188.223596495066,157.515644909604
"CIMG2_000062-T2",0.00429015526468071,1.7005917883477,79.5132550777587,64.7233091418538,18.0075087475557,69.2322426834309
"CIMG2_000063-T1",18.0883339194654,19.5332719142527,4.30176620527503,4.37793613422367,2.99698771746832,3.07908888241822
"CIMG2_000064-T1",30.4589896731749,21.7960916580545,10.3452151976236,10.3115747243695,12.8341830027886,10.2063558042035
"CIMG2_000065-T1",11.62292702458,10.674389819609,4.12878955996485,4.1859778395344,6.77344441093356,12.1809031536984
"CIMG2_000066-T1",10.6105107429754,4.6486388476654,22.5344444043944,23.066837805644,15.1317330311044,10.7064935787828
"CIMG2_000067-T1",7.51894524782341,5.68347800822074,11.7278224370384,12.311711844551,7.21664482563255,5.75265661114314
"CIMG2_000067-T2",0,1.57501016977345,0,0.572892183540059,0,0.403122569320999
"CIMG2_000068-T1",1.53707835942379,0.860730083626028,0,0.453374835144101,1.29951926584778,9.65944773933866e-06
"CIMG2_000068-T2",0.845825866036213,1.12630800062019,1.63941789096444,1.17882489587889,0,1.25799976078248
"CIMG2_000069-T1",1.87729729872385,2.3581443243809,3.61243689076127,3.85805898345132,5.6895254147564,4.62555615682884
"CIMG2_000070-T1",27.462155503444,11.2999857763806,16.5869297321856,12.730462163097,5.81656074295519,7.75719462272836
"CIMG2_000071-T1",21.6022549727407,15.9120604140992,17.8172694623229,15.7431988691747,8.00285554833555,9.16046563511963
"CIMG2_000072-T1",2.72610946227698,2.69097949245615,6.17565506953783,5.19759721193534,10.0127837569517,11.4152298559979
"CIMG2_000073-T1",11.5315589814561,9.79325295914308,5.56537730663689,4.78650948299291,7.55875371508919,7.64950121746348
"CIMG2_000074-T1",26.3108494398036,15.3829245615333,15.3353139968135,14.4149016330758,1.89315346287498,1.70055107176747
"CIMG2_000074-T2",0.153222083835416,5.92892717244654,7.08954514606139,10.9648582432303,5.15949698333164,3.52733780434263
"CIMG2_000074-T3",9.57897157638564,3.00684524990439,1.22468552686386,0.293807899418327,0,0
"CIMG2_000075-T1",2.80160338668792,3.79646026865746,5.37340652169449,4.1967618896856,4.51685823361304,4.04253627879945
"CIMG2_000076-T1",2.7883076713909,2.67506156079125,3.97318885833559,4.61393788567246,6.39872459475359,4.42423439889177
"CIMG2_000077-T1",128.516461320247,129.8174460353,108.692967947351,119.193160534763,109.071797931499,77.4100690376023
"CIMG2_000078-T1",48.0892354724491,58.3783828328847,33.8079855425525,33.6743272783433,31.4899408053432,27.2183529762222
"CIMG2_000079-T1",31.6205567429596,21.0569290873664,11.7088620862313,11.558246371649,2.975687517783,2.05843577150842
"CIMG2_000080-T1",14.2003186148281,10.5218037292231,9.92343747439681,9.13255464207149,5.82988401742035,4.18294455282569
"CIMG2_000081-T1",33.6835601507343,25.0648264026333,8.47671565017402,9.3161790787843,11.6273090432194,7.21896620462805
"CIMG2_000082-T1",34.931029665144,28.9786376673504,13.1538087793688,13.317762813416,12.6674807806572,9.77688709608022
"CIMG2_000083-T1",4.31778685357035,2.82953838731802,12.3559658908502,13.3588193706945,6.97916069749505,6.56519328017108
"CIMG2_000084-T1",1.20032019605842,5.57173337387623,1.4570719359646,0,0,0.301170303261749
"CIMG2_000085-T1",31.5077708379485,21.3451815274758,17.0279251829039,16.8370770214361,4.08362779352365,6.25879493585303
"CIMG2_000086-T1",7.3190999826619,6.69686972288282,4.48587393796316,4.27873847615502,3.92426787222667,3.44619716438072
"CIMG2_000087-T1",82.0775890815046,73.4119565152527,9.98139373262247,11.59071450372,44.609600957173,41.9226991519206
"CIMG2_000088-T1",14.1777895483739,10.9471552833351,3.13312220253956,2.54739490198886,5.54699088112025,0
"CIMG2_000088-T2",3.82176062337276,1.6946588046135,7.1777282436377,8.6566926863113,3.36990895540321,8.6317320413744
"CIMG2_000089-T1",19.8479108517175,12.0303955282149,26.4952948286118,31.6400575988568,36.5403286054539,28.0782029350951
"CIMG2_000090-T1",86.3459951281527,89.3482309392764,45.6455151057478,54.8160011965625,58.7747101789097,69.7466469109788
"CIMG2_000091-T1",1.41771335144186,2.69217899421477,2.52102689739847,1.54903506086218,1.73184660273969,1.35009423874947
"CIMG2_000092-T1",8.99571724514212,7.18803830071577,8.92898441451454,9.7043412617181,9.60331339684955,7.35046054991357
"CIMG2_000093-T1",308.873082142406,318.678320870944,324.171762691118,340.376385995826,218.05047663594,192.124513512729
"CIMG2_000094-T1",1326.56502113613,1226.48382445502,1377.43425277243,1503.69026682558,912.656687980215,973.471526694398
"CIMG2_000095-T1",89.2003415135761,118.015665015746,65.8579527134975,15.1784085220329,87.3299055460568,43.6192633697028
"CIMG2_000096-T1",38.6773801730281,25.4406677394098,9.12950884324102,8.44559624860146,7.73879662766316,7.0715759939792
"CIMG2_000097-T1",13.7330162082724,9.39315423289603,2.26538069833466,2.8212616922555,0.594948586318303,1.08335992137109
"CIMG2_000098-T1",7.49376615607418,6.33254908674298,1.54037179306108,1.89574705264678,0.907173055702233,1.09974779968867
"CIMG2_000099-T1",31.6472696863246,45.4101439620139,3.59014234753711,7.53877647628681,5.10414200805328,3.16184608136984
"CIMG2_000100-T1",9.30560699826931,11.278809130354,5.66018694690294,7.00805208703099,4.11867473600347,3.48690869172401
"CIMG2_000101-T1",5.45798309497705,3.68336774594595,5.04556406630259,5.69963184332097,2.85515756781835,2.36547069767257
"CIMG2_000102-T1",12.6840433391833,9.24748692770726,10.3283538621233,9.91097843186626,10.8574892734052,10.0798798619146
"CIMG2_000103-T1",94.8840511575199,65.3729839710593,3.09720631666387,2.66894346452734,3.00820017664821,2.16331563173011
"CIMG2_000104-T1",9.13628113740087,0,0,1.58613274423998,3.45519024754512,0
"CIMG2_000105-T1",9.13628113740087,0,0,1.58613274423998,3.45519024754512,0
"CIMG2_000106-T1",36.7322521028756,31.0669439763575,19.6434898573488,23.2661861732844,8.80128150017147,8.66030135105045
"CIMG2_000107-T1",18.8454330034962,27.2182479804149,47.5456523823854,52.5737636254714,31.1458620131629,29.3714423267884
"CIMG2_000108-T1",12.8516942363873,9.0660092404801,7.75376730658863,8.48760427245199,7.8588173652198,5.87247846804607
"CIMG2_000109-T1",22.9485968495805,20.6002403414555,15.0827206386362,13.3394817475092,6.76985752083988,6.26966291243632
"CIMG2_000110-T1",1.70080547047486,1.92166213154649,1.83370019798377,3.3102060937043,2.89613643804736,2.63303252469325
"CIMG2_000111-T1",165.626580595808,117.556730058434,76.1606226031729,82.2758461745176,53.7635166170031,39.1613129444445
"CIMG2_000112-T1",56.1905758050811,49.7890285952401,68.9627034730454,63.1422700090317,45.6130341373449,31.5187734427098
"CIMG2_000113-T1",47.7912424965768,52.4648582858393,43.6230031619793,45.9515776812508,28.1255520085844,19.5505904557815
"CIMG2_000114-T1",224.425462493042,169.289664071989,10.6039176155381,21.7360694295246,25.7502618933782,118.049224333807
"CIMG2_000115-T1",16.8472355154918,14.7189193266548,29.9321725918371,28.8737351807033,18.1828205015962,12.7809270701127
"CIMG2_000116-T1",4.70865210044077,20.5803889515476,18.6769232982656,20.3495717785587,6.83555354874697,5.63634437875139
"CIMG2_000116-T2",47.2090721257262,37.9294499108122,33.0320566007043,36.5021009069474,14.6153761469822,14.7803564998798
"CIMG2_000117-T1",0,0,6.15311841286521,2.54992510106996,7.81454169279565,9.50465933324494
"CIMG2_000117-T2",5.15986925430936,2.41582559448934,3.28256970005966,6.32100077882812,3.99929350424709,5.4173655800654
"CIMG2_000118-T1",16.3388641952045,16.1117452767111,385.558832456217,407.57126748294,312.8498979753,295.270002614019
"CIMG2_000119-T1",28.9558564018776,28.1734058313615,39.0077033257495,41.9754060063096,26.1676342036256,19.2814548146888
"CIMG2_000120-T1",706.710392882746,651.995996443052,380.4336713028,361.650292242675,164.619110940168,140.89558669903
"CIMG2_000121-T1",106.245037322851,100.940657193896,11.6484337862385,11.7129711045411,13.2767609876928,11.5545588728201
"CIMG2_000122-T1",336.932289930937,307.259886902016,156.311643866642,150.131417761501,286.121976197358,260.313722396485
"CIMG2_000123-T1",196.992046401763,293.97939726166,153.212897155915,168.378079137358,315.209388490179,350.227324645929
"CIMG2_000124-T1",8.283470025854,8.39728090149733,29.6356512492085,36.5318897735244,60.3381688749497,47.2184851065749
"CIMG2_000125-T1",71.9489699458307,70.8975737172066,78.3202532127616,78.7547034477323,119.698684643584,99.6389068738533
"CIMG2_000125-T2",12.196451784675,14.750733253115,12.8806800220375,10.7557149927046,6.12849407473634,6.48479326979303
"CIMG2_000126-T1",375.184433422998,309.500302941926,358.517303660734,398.685429588746,469.703860950359,422.949947604853
"CIMG2_000127-T1",34.1267309341,26.967765293024,84.2677991050267,76.9627569599897,124.855341268446,132.905140683244
"CIMG2_000128-T1",21.8650222250608,33.9446952520697,7.95978865486329,21.364411077419,29.5740789302714,19.5394741347813
"CIMG2_000129-T1",12.2922948567839,5.56305833630006,2.57897902641565,3.2977786983429,12.8911088677667,8.91784242873216
"CIMG2_000130-T1",4.87898997844226,5.79773804299107,22.3765686412569,19.7959524725255,137.540803182209,115.560938571445
"CIMG2_000131-T1",22.5415593856466,15.6338146573241,24.5352165931601,28.4202730612513,9.19282055524765,7.51164005489078
"CIMG2_000131-T2",0,2.17871280046935e-05,2.75167443023515,2.07635737396146,7.03148983116397,5.3751451587251
"CIMG2_000132-T1",34.0159381548077,29.2356951294893,62.5466722727852,62.2537475645074,50.0413645117965,55.9422056112005
"CIMG2_000133-T1",23.3919176547801,28.9239675496019,59.9941232605928,68.6356716957126,62.7516956299477,51.511074661718
"CIMG2_000134-T1",124.648512807475,143.388851328465,151.397771778245,158.298644260555,123.432506323101,109.416414732269
"CIMG2_000135-T1",15.5027670831662,14.421549633829,35.9862059432058,39.6272064433802,38.0443710342948,33.2124234596585
"CIMG2_000136-T1",12.0445315148703,9.77282320116126,23.6636646327041,23.8295871905933,25.8458801392089,20.6931468147994
"CIMG2_000137-T1",47.0360874534487,57.4353140077619,107.076148145253,116.887400341211,149.141608882256,174.472095306438
"CIMG2_000138-T1",15.6154862471074,0,9.36978660593071,15.4471782230672,9.02355355712484,19.2364946966694
"CIMG2_000139-T1",4.51533822957063,18.3009756319822,31.1861665453497,30.9709175616278,10.7226589964104,15.7635157981952
"CIMG2_000140-T1",19.4259014954597,16.4801843913703,40.1032606875117,38.8709634523197,42.1377958335956,34.6597862593714
"CIMG2_000141-T1",441.083368909686,515.300352828194,752.352678595936,703.973291978834,617.428717579172,652.853519287772
"CIMG2_000142-T1",24.2388395514527,57.6145594472126,27.2928203822467,20.7338754317055,32.9700158627821,33.901134509303
"CIMG2_000143-T1",93.8141042753684,82.7026752609211,69.3864709500304,74.6101293393179,65.1397877343842,55.2523548551436
"CIMG2_000144-T1",355.857460951049,365.834509657288,193.523791469251,192.113894838575,395.904085974879,468.154364039202
"CIMG2_000145-T1",194.120301605379,236.351244645583,27.0924057069155,21.5800960188569,31.6689319175093,30.1621845625943
"CIMG2_000146-T1",56.4460353375431,75.3607053745459,9.84716904153161,16.7036749601465,10.569272092282,11.4913629272995
"CIMG2_000147-T1",8.55358152993224,5.48823107845406,19.6146930146862,19.9176793205112,44.4949880961193,51.5848607095598
"CIMG2_000148-T1",85.8169620820182,95.3608756764477,85.3614167714877,87.3068393770652,162.087491296733,156.591980742643
"CIMG2_000149-T1",228.218977684003,212.534228250381,224.146834304871,243.602238552463,188.729702686808,192.270666296339
"CIMG2_000150-T1",49.7126997917419,42.3154362470492,180.657079109427,194.176491424263,159.634102143341,118.655054894779
"CIMG2_000151-T1",9.68814760369173,10.6726186528284,9.0726342488964,9.45550174249014,5.97667549967454,6.70212682051869
"CIMG2_000152-T1",13.6764155140251,14.9086210601507,48.0555836122044,50.3067786419255,50.8637158558798,40.9894890426686
"CIMG2_000153-T1",9.55019712896923,7.04251870306875,8.53951376142527,10.6033060058142,10.3606287624908,5.47704816846033
"CIMG2_000154-T1",10.6237261752524,6.29274197805574,12.3065919767523,10.346611185126,8.98490927954154,2.55912121301978
"CIMG2_000155-T1",23.3919768400966,14.4521239727074,23.063320782628,25.0666234915822,17.4150127510792,13.3782262668711
"CIMG2_000156-T1",20.1934373173394,15.3286630853443,22.9538487889565,24.2552904939867,14.3820055235741,12.3762246869003
"CIMG2_000157-T1",86.9049796107024,84.5076057282181,88.9278593747162,86.9386258158799,39.9873654728124,34.4902289994108
"CIMG2_000158-T1",40.1859643959037,27.0902595271226,47.6842039203078,44.9600142743904,26.7197229510515,28.5294395527403
"CIMG2_000159-T1",461.251294794928,572.49951630181,791.060700938351,811.98865391711,586.17273721665,597.138041482628
"CIMG2_000160-T1",55.3443042758938,56.4194132067193,147.872687954401,136.900114965221,155.89440604373,165.249504323914
"CIMG2_000161-T1",20.3463431964706,15.9488192906229,60.8039841384147,62.1553021140927,58.3753154754649,51.4739622555719
"CIMG2_000162-T1",26.6492195946881,23.7090436241976,49.5241464315052,46.6520674027557,29.117089475366,25.5296696667561
"CIMG2_000163-T1",34.9335737144643,32.4856733139751,41.9362865645914,37.7178151981329,29.6402307111504,29.4767364963125
"CIMG2_000164-T1",82.0952715588367,90.9820259835886,109.412318648901,105.091050882778,157.708013515849,187.049926463149
"CIMG2_000165-T1",7.44323025658203,5.62928347669666,2.43505745851455,2.58906413329038,2.67249848789047,1.70928614501654
"CIMG2_000166-T1",1128.9074393549,951.491659011532,169.632663818936,130.122082754558,55.5670875987916,44.2300647571014
"CIMG2_000167-T1",20.870208767187,10.8576749582211,38.823527381621,43.4159145553127,85.282092788283,43.3161773273574
"CIMG2_000168-T1",340.107241947492,364.718908190195,234.066833022011,225.949104418884,230.838444616194,244.617262506737
"CIMG2_000169-T1",231.786560707547,237.481242205447,297.382856670702,283.278210888321,108.144680493869,81.4227070569907
"CIMG2_000170-T1",4.51491566632595,2.93327663285919,4.23831998656101,4.97890288049376,2.66185966575756,2.13018468581024
"CIMG2_000171-T1",15.0550404953177,8.72075571444591,21.5455564184156,20.25807818792,13.2532461336404,11.6909150781205
"CIMG2_000172-T1",52.0378956721212,34.4669959125543,10.8433955812852,10.8310317339879,6.71024841736893,5.46128290201514
"CIMG2_000173-T1",60.1901211871608,24.8341845854187,11.8327340182803,13.0736239983846,7.51615782039407,8.21517565113855
"CIMG2_000174-T1",41.4555691836215,37.6516432114613,18.6830122821435,19.6608663236186,27.065855609297,25.4140443785982
"CIMG2_000175-T1",91.1630466040619,79.4896974860982,31.845100507774,29.855870848159,73.7304824427726,60.5403913257976
"CIMG2_000176-T1",46.6924211994487,29.5490927011533,18.8588410940647,17.9361769421501,17.1614709795177,9.39934008121217
"CIMG2_000177-T1",24.0031024316195,24.1536726933544,34.3757556700611,39.4743072747042,34.7441361799624,24.3004499251267
"CIMG2_000178-T1",22.8813936833949,23.3936183563714,68.5601503004869,63.3011497749733,131.289061278867,119.531377017196
"CIMG2_000179-T1",58.8829832932207,52.1789671969934,71.296330602142,75.2417018319321,53.4722902782204,44.0794113615828
"CIMG2_000180-T1",2.63451129625956,2.9352210410883,4.54966066016326,6.41041178454752,9.57411000018134,12.2155546097132
"CIMG2_000181-T1",22.5408404428363,19.1158676960781,17.0037692950741,17.5880756938525,20.1645743407452,12.0455258622838
"CIMG2_000181-T2",2.08043357134603,1.12838846108506,1.54924782159412,0.761227520104285,0,2.7810742953957
"CIMG2_000182-T1",41.2781036352957,35.3260835819684,19.8846433242603,18.9147944804756,15.5723900351501,10.7841847508958
"CIMG2_000183-T1",40.3773401519337,29.2331133473188,33.112237324799,38.2381543897202,16.7310196902079,17.525882802336
"CIMG2_000184-T1",11.518185697271,6.59515730377673,13.0665421238264,19.6247433590436,21.2309009359439,24.1284897946052
"CIMG2_000185-T1",10.8253650473717,14.3583276918779,22.9027777126039,22.9933355381201,17.2758690049393,16.3891188948569
"CIMG2_000186-T1",146.952476498214,156.493472710181,258.217873451936,249.661429032562,289.42884079654,295.727084042765
"CIMG2_000187-T1",15.1268245216141,9.89264479607846,11.4561629000284,11.4674531554939,8.10503904448583,5.793484865469
"CIMG2_000188-T1",5.23277854002569,3.95686772639693,8.78042703351651,9.68885770038016,7.52603557077164,4.35659645592102
"CIMG2_000189-T1",6.1685102577443,11.2539595075403,32.5927973827623,29.1576696612912,61.1692068150168,60.9200848792642
"CIMG2_000190-T1",15.3016257923713,15.4888750176306,30.3702823542523,29.6943535829043,16.439941107884,18.8029543222956
"CIMG2_000191-T1",24.3965663221953,16.042549063583,15.0304593580224,15.5669860970162,10.6344490310124,6.03384492305707
"CIMG2_000192-T1",21.2262734688131,29.0049877678922,13.8769922884006,17.1909387826556,12.3863782920444,9.44931683000044
"CIMG2_000193-T1",7.00342570732675,10.3913992559083,18.5262333149589,19.8971326766586,33.4300816788734,28.0695535422805
"CIMG2_000194-T1",65.1513526549099,51.8945024583222,73.8945985764032,82.2688863603274,21.1691042166117,18.3617233898772
"CIMG2_000195-T1",5.23189732616825,20.1455359488582,73.2655007850106,74.4676245270525,57.9437944649091,58.2110230764472
"CIMG2_000196-T1",12.6813892756183,8.03611968273696,12.4151895981826,12.2570462879394,20.6857818616011,23.6281376021353
"CIMG2_000197-T1",10.1621367836445,11.6042330284245,20.7130265281904,23.5208536133017,26.3427961182692,21.3807655350301
"CIMG2_000198-T1",6.90994026631713,8.32060679312886,12.8840313498632,17.6147028368924,10.471042921813,11.5701114233066
"CIMG2_000199-T1",14.3418699927896,5.61374051680498,12.4028708500796,17.0715623468726,5.17070612872837,14.319178373301
"CIMG2_000200-T1",12.8809638694411,12.8306769092953,16.2213465956586,13.8295481593447,15.0042521068261,14.6616267839684
"CIMG2_000201-T1",75.9220942355895,46.4127538652413,0,13.3660005112096,42.0835966992288,28.8483844396827
"CIMG2_000202-T1",11.0060334335435,13.9414002109828,19.6184147978753,27.6426118067171,55.1496225642623,52.4175255261232
"CIMG2_000203-T1",47.8629345633351,49.4881151240261,33.0558071448744,30.5924275874872,42.8634893023289,42.6090102372506
"CIMG2_000203-T2",5.63634805639127,8.25985474277265,6.0796153438957,5.740261044244,1.11807211331956,4.1214072381829
"CIMG2_000204-T1",75.9220942355895,46.4127538652413,0,13.3660005112096,42.0835966992288,28.8483844396827
"CIMG2_000205-T1",7.73604916528619,5.78779698137093,25.1305986437077,27.4285622619626,35.9055895245687,30.9309043251265
"CIMG2_000206-T1",6.98208142361379,6.0414232161695,14.0242002501643,10.9456979757199,4.93050298505115,4.42688838343246
"CIMG2_000207-T1",13.4615348731471,5.43419323301105,10.288323445944,12.7162756013657,13.100255014324,15.4853910577746
"CIMG2_000207-T2",13.629047009285,18.4763024485977,13.0535220875432,11.7131824302908,12.478240578649,7.23830943909823
"CIMG2_000208-T1",34.3185560860387,29.7607521368562,64.2011309271987,64.0671514509776,38.4799079142942,25.835257307276
"CIMG2_000209-T1",69.9990777728405,60.4080755707539,23.4868806637183,23.8750065347577,17.6785873525367,11.7708248621758
"CIMG2_000210-T1",9.30660227303859,10.6081657602457,14.7410731419765,15.9675711954405,12.7620413193006,12.8725449131469
"CIMG2_000211-T1",68.8304843608716,69.5778997918272,14.4231266560807,40.3521052220238,43.4859349061766,22.0645774079902
"CIMG2_000212-T1",16.68213238077,9.11916968768861,3.78980342140135,5.15490495825363,8.55669862647775,4.79026876119757
"CIMG2_000213-T1",8.10176548929871,10.255066473262,68.4771541356292,74.0259621800927,103.096303146405,119.663333382803
"CIMG2_000213-T2",1.62755222719036,2.2330573240319,6.7850239704002,6.28404809709961,14.0759010098217,13.7370240783313
"CIMG2_000214-T1",8.45508236932771,8.74919112061698,31.9477765638836,31.1366076301186,32.4822277890413,29.6703738833437
"CIMG2_000215-T1",26.8402540161893,23.3209602509298,37.2109980861293,41.1351347284558,48.3940980622526,36.5894028909208
"CIMG2_000216-T1",4.55824251505019,3.98782765275214,68.1779381238641,72.379239577099,111.710584344092,75.9152693249825
